HR,Name,DM,HD,SAO,FK5,IRflag,r_IRflag,Multiple,GLON,GLAT,SpType,RAh,RAm,RAs,DE-,DEd,DEm,DEs
1201,,BD+16  523,24357,93650,1106,,,,172.94,-27.41,F4V,03,53,10.0,+,17,19,37
1202,30    Eri,BD-05  769,24388,130789,,,,,194.49,-41.74,B8V,03,52,41.6,-,05,21,41
1203,44Zet Per,BD+31  666,24398,56799,144,I,,,162.29,-16.69,B1Ib,03,54,07.9,+,31,53,01
1204,,BD+62  628,24479,12969,2281,,,,142.28,7.42,B9.5V,03,57,25.5,+,63,04,20
1205,,BD+60  768,24480,12968,,I,,,143.53,5.90,K3I-II+A3V:,03,57,08.3,+,61,06,32
1206,,BD-18  691,24497,149229,2276,,,,211.06,-47.44,gK+F,03,53,13.0,-,18,26,04
1207,,BD+47  912,24504,39195,2279,,,,151.94,-04.33,B6V,03,55,58.2,+,47,52,17
1208,Gam Hyi,CP-74  276,24512,256029,146,,,,289.13,-37.80,M2III,03,47,14.3,-,74,14,20
1209,,BD+30  591,24534,56815,,I,,,163.08,-17.14,O9.5ep,03,55,23.0,+,31,02,45
1210,43    Per,BD+50  860,24546,24314,,I,,W,150.20,-02.10,F5IV,03,56,36.5,+,50,41,43
1211,32    Eri,BD-03  631,24554,130805,,,,,192.09,-40.10,A2V,03,54,17.4,-,02,57,10
1212,32    Eri,BD-03  631,24555,130806,,I,,,192.10,-40.10,G8III,03,54,17.5,-,02,57,17
1213,33Tau8Eri,CD-24 1945,24587,168925,,,,,220.00,-49.14,B6V,03,53,42.6,-,24,36,45
1214,,CD-35 1455,24626,194608,2278,,,,235.57,-50.53,B6V,03,53,38.9,-,34,43,56
1215,,BD+34  768,24640,56824,,,,,160.47,-13.97,B1.5V,03,56,28.7,+,35,04,52
1216,,CD-47 1187,24706,216540,1108,,,,254.43,-49.37,K2III,03,53,33.3,-,46,53,37
1217,,BD-12  752,24712,149251,,,,,202.97,-44.47,A5pSrCrEu,03,55,16.3,-,12,05,57
1218,32    Tau,BD+22  605,24740,76339,2283,,,,169.59,-23.16,F2IV,03,56,52.1,+,22,28,41
1219,,CD-40 1128,24744,216546,2280,,,W,244.38,-50.23,K0III+A3V,03,54,23.2,-,40,21,26
1220,45Eps Per,BD+39  895,24760,56840,147,,,,157.35,-10.09,B0.5V+A2V,03,57,51.2,+,40,00,37
1221,33    Tau,BD+22  607,24769,76343,,,,D,169.10,-22.63,B9.5IV,03,57,03.8,+,23,10,32
1222,,BD+24  599,24802,76350,,,,,168.19,-21.64,K0,03,57,26.4,+,24,27,43
1223,,BD+34  773,24809,56847,,,,,160.90,-13.96,A8V,03,58,03.1,+,34,48,52
1224,,BD+05  564,24817,111516,,,,,183.49,-34.22,A2Vn,03,57,01.7,+,06,02,24
1225,,BD-10  793,24832,130833,2284,,,,200.29,-43.10,F1V,03,56,37.9,-,09,45,03
1226,,BD+38  827,24843,56849,,,,,158.23,-10.89,gK1,03,58,29.1,+,38,50,25
1227,,CP-53  628,24863,233321,2282,,,W,262.79,-47.64,A4V,03,54,34.0,-,52,41,26
1228,46Xi  Per,BD+35  775,24912,56856,148,I,,,160.37,-13.11,O7.5III(n)((f)),03,58,57.9,+,35,47,28
1229,,BD+38  829,24982,56866,,,,,158.42,-10.75,A1Vp:,03,59,40.0,+,38,49,14
1230,,BD+80  125,25007,650,,,,,130.51,20.91,G8III+A6V,04,10,02.8,+,80,41,55
1231,34Gam Eri,BD-13  781,25025,149283,149,I,,,205.16,-44.47,M0.5IIICa-1Cr-1,03,58,01.8,-,13,30,31
1232,,BD-05  789,25069,130860,,,,,195.68,-40.48,G9V,03,58,52.3,-,05,28,12
1233,,BD+09  524,25102,93710,,,,,180.07,-30.98,F5V,03,59,40.7,+,10,19,51
1234,,BD+36  805,25152,56899,,,,,159.90,-11.91,A0V,04,01,14.7,+,36,59,24
1235,,BD-12  766,25165,149299,,I,,,204.20,-43.75,K5III,03,59,30.1,-,12,34,27
1236,,CP-63  275,25170,248912,,,,,276.74,-43.11,K1-2III,03,56,04.0,-,63,27,49
1237,,BD+16  544,25175,93716,,,,,174.34,-26.15,A0V,04,00,36.9,+,17,17,48
1238,,BD+17  666,25202,93721,2288,,,W,173.65,-25.50,F4V,04,00,48.8,+,18,11,38
1239,35Lam Tau,BD+12  539,25204,93719,150,I,',,178.37,-29.38,B3V+A4IV,04,00,40.8,+,12,29,25
1240,36Tau9Eri,CD-24 2022,25267,169017,2287,,,,219.65,-47.62,B6V+B9.5V,03,59,55.5,-,24,00,59
1241,,BD+68  303,25274,13006,2291,I,,,139.15,12.18,K2III,04,06,03.1,+,68,40,48
1242,,BD+58  690,25291,24384,2290,,,,145.51,5.03,F0II,04,04,27.2,+,59,09,20
1243,,BD+09  528,25330,111566,,,,,180.76,-30.80,B5V,04,01,46.1,+,09,59,52
1244,35    Eri,BD-01  572,25340,130878,1111,,,,191.88,-37.81,B5V,04,01,32.0,-,01,32,59
1245,,CP-57  606,25346,233347,1109,,,,268.50,-45.53,F2IV,03,58,42.9,-,57,06,09
1246,,CD-30 1597,25371,194689,2289,,,,229.23,-48.71,A2V,04,00,40.7,-,30,29,27
1247,Del Ret,CP-61  290,25422,248918,1110,,,,274.02,-43.78,M2IIIab,03,58,44.7,-,61,24,01
1248,,BD+65  391,25425,13015,,,,,141.38,9.91,A3m,04,06,39.0,+,65,31,15
1249,,BD-00  632,25457,130893,,,,,190.74,-36.87,F5V,04,02,36.7,-,00,16,08
1250,,CD-51  975,25470,233354,,,,,260.82,-47.14,M1III,04,00,15.7,-,51,33,53
1251,38Nu  Tau,BD+05  581,25490,111579,151,,,,184.68,-33.06,A1V,04,03,09.4,+,05,59,21
1252,36    Tau,BD+23  609,25555,76425,,I,,,169.67,-20.79,G0III+A4V,04,04,21.7,+,24,06,21
1253,40    Tau,BD+05  584,25558,111585,,,,,185.31,-33.28,B3V,04,03,44.6,+,05,26,08
1254,,BD+07  592,25570,111586,,,,,182.78,-31.53,F2V,04,03,56.6,+,08,11,50
1255,,BD+53  732,25602,24411,,,,,149.18,1.40,K0III-IV,04,06,36.6,+,54,00,31
1256,37    Tau,BD+21  585,25604,76430,1112,I,,W,171.28,-22.15,K0+III-IIIaFe-0.2,04,04,41.7,+,22,04,55
1257,,BD+02  645,25621,111590,2292,,,,187.90,-34.77,F6IV,04,04,09.9,+,02,49,37
1258,,BD-20  769,25631,169071,,,,,214.57,-45.74,B2.5V,04,03,24.7,-,20,08,39
1259,,BD-20  770,25661,169078,,,,,214.62,-45.70,K2II,04,03,36.8,-,20,09,30
1260,,BD+61  676,25638,13031,,,,,143.68,7.66,B0III,04,07,51.1,+,62,19,48
1261,47Lam Per,BD+49 1101,25642,24412,1113,,,,151.63,-01.32,A0IVn,04,06,35.0,+,50,21,05
1262,39    Tau,BD+21  587,25680,76438,,,,W,171.44,-22.10,G5V,04,05,20.2,+,22,00,32
1263,,BD-16  770,25700,149345,2293,,,,209.94,-44.34,K2,04,04,08.7,-,16,35,20
1264,Gam Ret,CP-62  312,25705,248925,,I,',,274.81,-43.21,M4III,04,00,53.8,-,62,09,34
1265,,BD-13  806,25723,149351,,,,,205.17,-42.77,gK0,04,04,22.7,-,12,47,33
1266,Iot Ret,CP-61  293,25728,248927,,,,,273.44,-43.64,K4III,04,01,18.2,-,61,04,44
1267,,BD-20  774,25803,169095,,,,,215.03,-45.53,K0,04,04,41.0,-,20,22,54
1268,41    Tau,BD+27  633,25823,76455,,,,,167.43,-17.96,B9pSi,04,06,36.4,+,27,36,00
1269,42Psi Tau,BD+28  619,25867,76461,2295,,,,166.46,-16.90,F1V,04,07,00.5,+,29,00,05
1270,,BD+59  759,25877,24436,,,,,145.48,6.01,G8IIa,04,09,27.6,+,59,54,29
1271,,CP-85   44,25887,258356,,,,W,299.20,-30.56,B9.5IV,03,42,32.1,-,85,15,44
1272,,BD-09  811,25910,130948,2294,,,,200.70,-40.65,A3V,04,05,56.5,-,08,51,22
1273,48    Per,BD+47  939,25940,39336,152,I,,,153.65,-03.04,B3Ve,04,08,39.7,+,47,42,45
1274,,BD-20  780,25944,169111,,,,,215.32,-45.33,G5,04,05,46.7,-,20,30,44
1275,,CD-27 1540,25945,169110,153,,,,225.31,-47.18,F1IV,04,05,37.4,-,27,39,06
1276,,BD+54  740,25948,24440,,,,,148.92,2.27,F5V,04,09,22.4,+,54,49,44
1277,49    Per,BD+37  881,25975,57000,,,,,160.43,-10.42,K1III,04,08,15.3,+,37,43,40
1278,50    Per,BD+37  882,25998,57006,2297,,,,160.27,-10.15,F7V,04,08,36.6,+,38,02,23
1279,,BD+14  657,26015,93775,,,,,177.38,-26.33,F3V,04,07,42.0,+,15,09,46
1280,,BD+16  560,26038,93777,,I,,,175.63,-24.83,K5IIIb,04,07,59.4,+,17,20,23
1281,,BD+71  239,26076,5125,,,,,137.15,15.10,K1III,04,13,44.9,+,72,07,35
1282,,BD+68  310,26101,13061,,,,,139.73,12.48,K0,04,12,51.6,+,68,30,06
1283,43Ome1Tau,BD+19  672,26162,93785,1115,,,,174.00,-23.09,K2III,04,09,10.0,+,19,36,33
1284,,BD+13  648,26171,93784,2298,,,,179.11,-27.24,B9.5V,04,09,01.6,+,13,23,54
1285,,CD-43 1304,26262,216655,,,,,247.93,-47.57,K0III,04,07,25.1,-,42,55,01
1286,,BD+33  807,26311,57047,2300,I,,,163.77,-13.03,K1II-III,04,10,59.0,+,33,35,12
1287,44    Tau,BD+26  686,26322,76485,1116,,,,168.96,-18.08,F2IV-V,04,10,49.9,+,26,28,51
1288,,BD-16  796,26326,149412,,,,,210.32,-43.12,B4V,04,09,17.8,-,16,23,09
1289,,BD+83  104,26356,685,,,,,128.40,23.40,B5V,04,28,13.0,+,83,48,28
1290,37    Eri,BD-07  758,26409,131001,,,,,199.19,-38.76,G8III,04,10,22.5,-,06,55,26
1291,,CD-46 1314,26413,216667,2299,,,W,252.21,-47.02,F2V,04,08,33.9,-,45,51,53
1292,45    Tau,BD+05  601,26462,111648,2301,,,W,186.58,-31.73,F4V,04,11,20.3,+,05,31,23
1293,,BD-09  837,26464,131005,,,,,201.40,-39.58,gG9,04,10,47.7,-,08,49,11
1294,,CP-64  305,26491,248945,,,,,276.89,-41.65,G3V,04,07,21.6,-,64,13,21
1295,,BD+16  569,26546,93810,,,,,176.47,-24.06,K0III,04,12,31.4,+,17,16,39
1296,,BD+57  785,26553,24495,2304,,,,147.69,4.73,A4III,04,15,01.8,+,57,27,37
1297,,BD+22  649,26571,76505,,,,,172.42,-20.55,B9IIIp:Si:,04,12,51.2,+,22,24,49
1298,38Omi1Eri,BD-07  764,26574,131019,154,,,,199.32,-38.39,F2II-III,04,11,51.9,-,06,50,15
1299,,CD-35 1588,26575,194810,,,,,236.63,-47.05,K1+IIIaCH-1.5,04,10,45.8,-,35,16,26
1300,,BD-20  801,26591,169206,2302,,,,215.72,-43.99,A2m,04,11,36.2,-,20,21,22
1301,,BD+37  897,26605,57081,,,,,161.10,-09.47,G9III,04,13,59.6,+,37,58,01
1302,Del Hor,CD-42 1400,26612,216682,,,,,246.50,-47.02,A9V,04,10,50.6,-,41,59,37
1303,51Mu  Per,BD+48 1063,26630,39404,1117,I,,,153.94,-01.82,G0Ib,04,14,53.9,+,48,24,34
1304,,BD+82  113,26659,693,,,,,128.84,23.15,G8III,04,30,00.1,+,83,20,26
1305,,BD+61  687,26670,13075,,,,,144.78,8.04,B5Vn,04,16,53.6,+,61,51,01
1306,52    Per,BD+40  912,26673,39409,2306,I,,,159.45,-07.54,G5Ib+A2V,04,14,53.3,+,40,29,01
1307,,BD+09  549,26676,93821,,,,,182.69,-28.42,B8Vn,04,13,34.8,+,10,12,44
1308,,BD+08  651,26677,111671,,,,,183.86,-29.25,A2m,04,13,31.3,+,08,53,26
1309,46    Tau,BD+07  617,26690,111672,,,,,184.93,-29.96,F2V+F5V,04,13,33.1,+,07,42,58
1310,,BD+12  564,26703,93823,,,,,180.51,-26.76,K0,04,13,49.9,+,12,45,12
1311,47    Tau,BD+08  652,26722,111674,,I,,,183.60,-28.94,G5III+A7V?,04,13,56.4,+,09,15,49
1312,,BD-01  600,26739,131041,2305,,,,193.54,-35.07,B5IV,04,13,38.2,-,01,08,59
1313,,BD+57  787,26755,24514,,,,,147.62,5.21,K1III,04,17,08.2,+,57,51,38
1314,,BD+53  750,26764,24512,2310,,,,150.54,2.13,A2Vn,04,16,43.1,+,53,36,43
1315,,BD+09  550,26793,111680,,,,,183.04,-28.34,B9Vn,04,14,36.3,+,10,00,40
1316,,CD-44 1450,26820,216694,,,,,249.91,-46.51,K3-4III,04,12,31.6,-,44,22,06
1317,,BD+80  133,26836,691,2321,I,,,130.89,21.50,gG6,04,27,02.8,+,80,49,27
1318,39    Eri,BD-10  867,26846,149478,,I,,,203.58,-39.45,K3III,04,14,23.7,-,10,15,23
1319,48    Tau,BD+15  603,26911,93836,,,,W,178.59,-24.70,F5V,04,15,46.3,+,15,24,02
1320,49Mu  Tau,BD+08  657,26912,111696,1118,,,,184.21,-28.85,B3IV,04,15,32.1,+,08,53,32
1321,,BD+05  613,26913,111695,,,,,186.66,-30.50,G5IV,04,15,25.8,+,06,11,59
1322,,BD+05  614,26923,111698,,,,,186.68,-30.50,G0IV,04,15,29.2,+,06,11,12
1323,,CD-40 1286,26927,216705,2307,,,,244.07,-46.58,K3III,04,13,35.7,-,40,21,28
